sentence	label
because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .	4
but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through .	4
though in some ways similar to catherine breillat 's fat girl , rain is the far superior film .	4
brilliantly written and well-acted , yellow asphalt is an uncompromising film .	4
a fanciful drama about napoleon 's last years and his surprising discovery of love and humility .	4
remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one .	4
deep intelligence and a warm , enveloping affection breathe out of every frame .	4
the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .	1
it 's bedeviled by labored writing and slack direction .	1
proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .	1
low comedy does n't come much lower .	1
russell lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features .	1
behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance .	1
seems like something american and european gay movies were doing 20 years ago .	1
the idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run .	1
donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences .	1
knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up .	1
... instead go rent `` shakes the clown '' , a much funnier film with a similar theme and an equally great robin williams performance .	1
it 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .	1
ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .	1
if you 're not a fan , it might be like trying to eat brussels sprouts .	1
as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction .	1
a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you 're going to alter the bard 's ending , you 'd better have a good alternative .	1
... a funny yet dark and seedy clash of cultures and generations .	3
fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .	3
there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .	3
poignant if familiar story of a young person suspended between two cultures .	3
k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia .	3
like the rugrats movies , the wild thornberrys movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome .	3
it 's an ambitious film , and as with all ambitious films , it has some problems .	3
a hypnotic cyber hymn and a cruel story of youth culture .	3
but that they are doing it is thought-provoking .	3
bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .	3
those eternally devoted to the insanity of black will have an intermittently good time .	3
instead of simply handling conventional material in a conventional way , secretary takes the most unexpected material and handles it in the most unexpected way .	3
the movie is clever , offbeat and even gritty enough to overcome my resistance .	3
a solid , psychological action film from hong kong .	3
an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .	3
khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .	3
` tobey maguire is a poster boy for the geek generation . '	2
sometimes entertaining , sometimes indulgent -- but never less than pure wankery .	2
for free .	2
handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .	2
` men in black ii creates a new threat for the mib , but recycles the same premise .	2
the santa clause 2 is a barely adequate babysitter for older kids , but i 've got to give it thumbs down .	2
stuart 's poor-me persona needs a whole bunch of snowball 's cynicism to cut through the sugar coating .	2
exposing the ways we fool ourselves is one hour photo 's real strength .	2
it may play well as a double feature with mainstream foreign mush like my big fat greek wedding	2
you see robin williams and psycho killer , and you think , hmmmmm .	2
the script feels as if it started to explore the obvious voyeuristic potential of ` hypertime ' but then backed off when the producers saw the grosses for spy kids .	2
a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , bmws and seaside chateaus .	2
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance	2
but it does n't need gangs of new york .	2
would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?	2
diverting french comedy in which a husband has to cope with the pesky moods of jealousy .	2
movies like high crimes flog the dead horse of surprise as if it were an obligation .	0
a depraved , incoherent , instantly disposable piece of hackery .	0
this hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .	0
the most horrific movie experience i 've had since `` ca n't stop the music . ''	0
the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i ca n't remember a single name responsible for it .	0
spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations	0
it ends up being neither , and fails at both endeavors .	0
... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !	0
starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar .	0
... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	0
the threat implied in the title pokémon 4ever is terrifying -- like locusts in a horde these things will keep coming .	0
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	0
the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .	0
an incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .	0
so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy .	0
... no charm , no laughs , no fun , no reason to watch .	0
it has that rare quality of being able to creep the living hell out of you ...	4
beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .	3
nice piece of work .	3
the closest thing to the experience of space travel	3
despite the surface attractions -- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- there 's something impressive and yet lacking about everything .	3
the movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .	3
sometimes charming , sometimes infuriating , this argentinean ` dramedy ' succeeds mainly on the shoulders of its actors .	3
elling builds gradually until you feel fully embraced by this gentle comedy .	3
an extremely funny , ultimately heartbreaking look at life in contemporary china .	3
if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion .	3
funny and touching .	3
good-naturedly cornball sequel .	3
this movie got me grinning .	3
like kissing jessica stein , amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .	3
the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .	3
the film delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .	3
this is amusing for about three minutes .	2
crikey indeed .	2
handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .	2
about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .	2
this is n't a terrible film by any means , but it 's also far from being a realized work .	2
this film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .	2
it 's deep-sixed by a compulsion to catalog every bodily fluids gag in there 's something about mary and devise a parallel clone-gag .	2
with a confrontational stance , todd solondz takes aim on political correctness and suburban families .	2
the plot is romantic comedy boilerplate from start to finish .	2
and `` they 're coming ! ''	2
you want to call domino 's .	2
oops , she 's really done it this time .	2
i wo n't argue with anyone who calls ` slackers ' dumb , insulting , or childish ... but i laughed so much that i did n't mind .	2
far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .	2
we get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle .	2
it 's sincere to a fault , but , unfortunately , not very compelling or much fun .	2
ever see one of those comedies that just seem like a bad idea from frame one ?	1
yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling .	1
aan opportunity wasted .	1
the dialogue is cumbersome , the simpering soundtrack and editing more so .	1
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .	1
as the mediterranean sparkles , ` swept away ' sinks .	1
it 's also built on a faulty premise , one it follows into melodrama and silliness .	1
the modern-day characters are nowhere near as vivid as the 19th-century ones .	1
the trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .	1
an average b-movie with no aspirations to be anything more .	1
these self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .	1
... stale and uninspired .	1
a fake street drama that keeps telling you things instead of showing them .	1
weirdly , broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .	1
a disappointment for a movie that should have been the ultimate imax trip .	1
tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .	1
this comic gem is as delightful as it is derivative .	4
last orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .	4
an engrossing and infectiously enthusiastic documentary .	4
a lively and engaging examination of how similar obsessions can dominate a family .	4
tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .	4
with a cast of a-list brit actors , it is worth searching out .	4
it 's endlessly inventive , consistently intelligent and sickeningly savage .	4
ryan gosling is , in a word , brilliant as the conflicted daniel .	4
that 's fun for kids of any age .	4
miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images .	4
a remarkable film by bernard rose .	4
daring and beautifully made .	4
this is a superior horror flick .	4
manages to be both hugely entertaining and uplifting .	4
not since ghostbusters has a film used manhattan 's architecture in such a gloriously goofy way .	4
barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .	4
you 'll find yourself wishing that you and they were in another movie .	0
one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms. spears .	0
crummy .	0
it 's a road-trip drama with too many wrong turns .	0
turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters	0
then again , in a better movie , you might not have noticed .	0
lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .	0
abysmally pathetic	0
extremely bad .	0
there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .	0
the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .	0
the acting is n't much better .	0
tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .	0
a banal , virulently unpleasant excuse for a romantic comedy .	0
you have no affinity for most of the characters .	0
`` sorority boys '' was funnier , and that movie was pretty bad .	0
what 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .	3
