text	label
Tennessee earns a little respect defeat of Georgia No. 17 Tennessee arrived at No. 3 Georgia on Saturday, coming off a loss to Auburn, while the Bulldogs had thrashed LSU. Not only did the Volunteers drop nine spots in the national rankings 	1
Roddick and Fish propel US to 2-0 lead over Belarus Charleston, SC (Sports Network) - Andy Roddick and Mardy Fish each posted singles victories Friday to give the United States a 2-0 lead over Belarus in their best-of-five Davis Cup semifinal.	1
Bruce #39;s fury at racist taunts Steve Bruce today revealed he was  #39;sickened #39; by the racist taunting of striker Dwight Yorke. The Blues manager and the Trinidad  amp; Tobago star, 33, were due to meet today to decide 	1
Sunday #39;s NFL Summaries By The Associated Press Det_Williams 18 pass from Harrington (Hanson kick), 9:25. Drive: 10 plays, 70 yards, 5:35. Key plays: Harrington 24 pass to S.Alexander; Harrington 19 pass to Bryson on 3rd-and-15; Harrington 10 pass to Swinton on 3rd-and-10 to Giants 22.	1
Pacers Top Hawks 108-97 in OT Atlanta Hawks forward Antoine Walker (8) fouls Indiana Pacers center Jeff Foster, left, on a drive during the fourth quarter, Tuesday, Dec. 14, 2004, at Philips Arena in Atlanta.	1
Seventh heaven in Spa for Schumi? Victory in tomorrow #39;s Belgium #39;s Grand Prix would not only seal a seventh world title, it would also be his seventh win at Spa in Ferrari #39;s 700th race.	1
Bosox won #39;t give in ST. PETERSBURG, Fla. - The Red Sox crept closer to the Yankees in the AL East last night, beating the Devil Rays, 10-8, on Kevin Millar #39;s two-out, two-run homer in the 11th inning.	1
Lieber Agrees to 3-Year Deal With Phillies (AP) AP - Right-hander Jon Lieber agreed to a  #36;21-million, three-year contract with the Philadelphia Phillies on Wednesday, rounding out a revamped starting rotation.	1
Tragedy strikes at World Cup qualifier in Togo Zurich, Switzerland (Sports Network) - Four spectators died at Sunday #39;s World Cup qualifying match between Togo and Mali. Eight fans were also injured, three seriously, at Kegue Stadium in Togo after a power failure led to a wild rush to the exits.	1
From shock winner to dignified loser, Gardner leaves stage a true &lt;b&gt;...&lt;/b&gt; The man who beat the man they said was the greatest wrestler the world has ever known felt his own tug of mortality here yesterday, in a grey building on a scorching, rubbish-strewn hillside of broken-down houses and a stray goat.	1
Schumacher home and dry Like the death of Mark Twain, the demise of the Japanese Grand Prix proved greatly exaggerated. Typhoon Ma-On, due to lay waste to Suzuka mid-afternoon on Saturday, re-routed east to Tokyo, leaving the circuit untouched.	1
Louisville holds off Memphis Eric Shelton scored his fourth touchdown with 37 seconds left, and No. 14 Louisville held off Memphis, 56-49, last night.	1
Ruffin Grabs Attention Forward Michael Ruffin is impressing Wizards coaches with his rebounding and rough play under the basket.	1
Sirius Names Karmazin CEO, Shares Jump (Reuters) Reuters - Sirius Satellite Radio Inc.\ on Thursday named former Viacom Inc. President Mel\Karmazin as its chief executive, in the latest migration of a\mainstream radio heavyweight to the fledgling satellite\industry.	2
Iraq supply helps steady oil price SINGAPORE -- The restoring of oil exports from Iraq helped keep prices steady in Asia Tuesday but concerns over supply stability continues to keep the market near historic highs.	2
Stocks Climb Despite Rising Oil Prices Stocks turned higher Tuesday, sending the Dow Jones industrial average back above the 10,000 mark, as investors shrugged off rising energy prices and focused instead on good corporate news.	2
United pilots #39; cooperation on pensions expected to affect other &lt;b&gt;...&lt;/b&gt; CHICAGO _ The leaders of United Airlines pilots union have agreed to accept a 15 percent pay cut and not oppose the elimination of their pension plan, setting a precedent both 	2
Illinois Tool Won #39;t Pursue Linx After Danaher Offers More Money Illinois Tool Works Inc. said it won #39;t proceed with its bid for UK-based Linx Printing Technologies Plc after Danaher Corp. said it may offer 15 percent more for the company.	2
Viacom panel to look at video-game arena NEW YORK -- Given that its chairman owns a large stake of a video-game company, media giant Viacom Inc. has appointed a three-person committee to evaluate dealings in the video-game arena and protect against potential conflicts of interest.	2
Higher retail sales give markets a nudge US stocks advanced overnight as a jump in September retail sales boosted investor confidence in the economy. However, oil prices at a fresh record of \$US55 a barrel kept gains in check.	2
UPDATE 1-Amex, CBOE face antitrust probe, NASD says US antitrust regulators are investigating possible anti-competitive practices at the American Stock Exchange and Chicago Board Options Exchange, according to the annual report of the National Association of Securities Dealers.	2
Forest Labs Hypertension Drug Falls Short Shares of Forest Laboratories (FRX:NYSE - news - research)slipped Tuesday after the company said a test of an experimental blood pressure drug didn #39;t meet all of the study #39;s goals.	2
\$616m for Coles will silence the doubters JOHN Fletcher yesterday claimed Coles Myer #39;s \$616.5 million profit was  quot;the kind of result every CEO actually dreams about quot;.	2
In Trying Time, Scaling Down Expectations of Job Growth here was a time when adding just under 150,000 jobs a month, three years into an economic recovery, would have been considered a disaster.	2
Seoul cautious about anti-US tariffs November 29, 2004  Seoul said yesterday it would be cautious about levying retaliatory tariffs on US products, after the World Trade Organization on Friday gave Korea and six other economies the green light to enact such tariffs in response to a US 	2
VW trims investment to increase cash flow BERLIN Facing a struggle to lower costs and lift its profit, Volkswagen said Friday that it would cut investment in its auto operations over the next two years and reshuffle its management board.	2
Euro flirts with record high ahead of key data LONDON : The euro approached its record high against the dollar as markets waited nervously for data on US capital flows, amid concerns about how the United States will fund its huge trade deficit.	2
Rentokil rules out break-up Rentokil Initial, supplier of services ranging from security guards and pest control to conferences and exotic plants, has ruled out breaking itself up, despite tumbling profits and a swirl of takeover speculation.	2
Unlike rivals, Chrysler turns profit in sales The Auburn Hills-based Chrysler Group did something crosstown rivals General Motors Corp. and Ford Motor Co. could not do during the third quarter of the year: It made money selling cars and trucks.	2
Saturn Moon Titan #39;s Landscape Alien, Familiar The solar system #39;s smoggiest orb appears to have landscapes both foreign and familiar, say geologists who are sorting through the first up-close peek at Saturn #39;s planet-sized moon Titan.	3
Adobe aims at workgroups with Acrobat 7 Adobe Systems Inc. by the end of the year will release version 7.0 of its Acrobat products, including a new free Acrobat Reader that now includes reviewing capabilities, the company announced Monday.	3
Court orders cos. to ID alleged pirates LONDON -- The High Court in London has ordered Internet service providers to hand over the names and addresses of 28 alleged music pirates to Britain #39;s trade body for the recording industry.	3
"Google and the History of Link Building Google and the History of Link Building\\I can't begin to tell you how sick I am of reading articles and posts that mention the two words ""Google"" and ""penalty"" in the same sentence!\\So many webmasters are walking on eggshells these days when it comes to Google, and it just doesn't ..."	3
Oracle readies CRM updates Oracle Corp. plans to release the latest version of its CRM (customer relationship management) applications within the next two months, as part of an ongoing update of its E-Business Suite.	3
Nokia Announces 9300 Smartphone Nokia today announced the Nokia 9300, a new high-end smartphone with integrated full keyboard, that replaces its 9290 Communicator.	3
DNA pioneer, Nobel winner transformed medical field Maurice Wilkins, 88, who was awarded the Nobel Prize for Medicine in 1962 along with the two scientists credited for describing the structure of DNA, Francis Crick and James Watson, died Tuesday at a London hospital.	3
Sunlight to Fuel Hydrogen Future Solar power these days comes from cells that turn light into electricity, but researchers are now working on materials that can crank out hydrogen. By John Gartner.	3
The Great K5 Limerick Contest Queue submissions being scarce, I suggest we all submit limericks for consideration.  Mod up your favorites.    I'm no poet, so I'll submit a favorite of my childhood:    There was a young woman named Bright,  Who traveled much faster than light    She set out one day  In a relative way    And returned on the previous night.    I'm afraid I don't remember the author.	3
Experts Welcome, But Doubt, Bush Climate Softening Environmental experts Friday welcomed a hint of a softening in US skepticism about global warming but saw little chance President Bush might 	3
Briefly: Cisco CEO's salary shoots up from \$1 roundup Plus: SanDisk ups capacity on flash memory cards...Google tests Froogle in U.K....Senate postpones vote on file-swapping bill...HP may expand Puerto Rican research.	3
The Long, Long Oracle-PeopleSoft Saga Could Yet Have Many Miles To Journey (Investor's Business Daily) Investor's Business Daily - The oracle of Oracle   seems to have pulled another rabbit out of his hat in his quest to buy rival PeopleSoft  . A majority of PeopleSoft shareholders appeared poised Friday to accept Oracle's offer of  #36;24 per share, though two analysts said it would be close. (Oracle planned to reveal results of its tender offer at about midnight, after press time.)	3
Federal court orders trial in Florida e-ballot lawsuit A federal appeals court on Monday overturned a judge who had thrown out a lawsuit seeking a paper trail for that state #39;s new touchscreen voting machines.	3
"Stem cells as heart ""pacemakers"" ""Natural"" heart pacemakers made from human stem cells have been successfully tested in pigs."	3
Perverts face DNA order OTTAWA -- More convicted criminals will have to submit DNA samples to the national data bank - including those convicted of possession of child pornography - under newly proposed legislation tabled in the House of Commons yesterday.	3
In U.S. Market, Cellphone Users Are Often All Talk After years of delays, U.S. wireless carriers are unveiling third generation phone networks. The carriers will soon find out whether the time and money were actually worth it.	3
