text	label
Bodies of some 50 Iraqi soldiers killed in ambush found near &lt;b&gt;...&lt;/b&gt; The bodies of some 50 Iraqi soldiers were found on a road in eastern Iraq, apparently after they were killed in an ambush as they were heading home on leave, Iraqi authorities said Sunday.	0
Jeanne cuts deadly path in Caribbean, heads for Bahamas SANTO DOMINGO, Dominican Republic --Tropical Storm Jeanne headed for the Bahamas yesterday after an assault on the Dominican Republic that killed 10 people, destroyed hundreds of houses, and forced thousands from their homes.	0
Bosnian Serb war-crimes suspect surrenders A Bosnian Serb war-crimes suspect accused of genocide in the 1995 massacre of up to 8,000 Muslim men and boys surrendered Saturday, the government said.	0
Clashes Erupt in Najaf Despite Peace Plan NAJAF, Iraq - Sporadic gunfire and explosions boomed through Najaf on Thursday despite a peace deal in which radical cleric Muqtada al-Sadr agreed to disarm his militiamen and pull them out of a revered Shiite shrine they've been taking refuge in.    As clashes in Najaf continued, Arab television station Al-Jazeera aired a video Thursday showing a militant group that called itself the Martyrs Brigade vowing to kill a missing Western journalist if U.S...	0
Russia Ships Join NATO Anti-Terror Patrol (AP) AP - Two Russian navy ships will join NATO's anti-terrorist patrols in the Mediterranean later this week, but that doesn't make the defensive alliance an ally, Russia's defense minister said on Tuesday.	0
19-year-old woman found dead in dorm room at McGill University (Canadian Press) Canadian Press - MONTREAL (CP) - A McGill University student has been found dead in her dormitory room and police are calling the death suspicious.	0
No. 15 Michigan St. Stuns No. 3 Notre Dame (AP) AP - Lindsay Bowen made a game-tying 3-pointer and scored five of her 23 points in overtime to lead No. 15 Michigan State to an 82-73 victory over third-ranked Notre Dame on Thursday night.	1
Mariners Hire Mike Hargrove as Manager  SEATTLE (Sports Network) - The Seattle Mariners have  scheduled a Wednesday afternoon press conference to announce  Mike Hargrove as their new manager.	1
England to go full-strength against Wales LONDON: Rio Ferdinand, Wayne Rooney and Sol Campbell returned to the England fold as coach Sven-Goran Eriksson named his squad on Sunday for World Cup qualifiers against Wales and Azerbaijan.	1
Format Helps Top Teams Stay on Top en teams spend more than \$1 billion every season to compete in Formula One, but only one has won the championship in half a decade.	1
All-American girl That was then and this is now. That was there and this is here. So which is a bigger moment? Mary Lou Retton's  quot;No-Fault Vault quot; that produced America's first Olympic all-around gold medal in women's gymnastics 20 years ago in Los Angeles? Or Carly Patterson's  quot;Dream Beam quot; here last night that clinched the second?	1
Read Madrid coach Camacho steps down Real Madrid accepted the resignation of coach Jose Antonio Camacho on Monday, two days after a loss to Espanyol that was its second in four days.	1
Minutemen on the clock There's trouble in the Atlantic 10. The league that received four NCAA bids and had two teams advance to the Elite Eight last season most likely will not repeat that success. Nine of the league's top 10 scorers have either graduated, left early for the NBA, or just left.	1
HEWITT IMPRESSES IN BECK ROMP Lleyton Hewitt looked impressive once again as he cruised into the men #39;s quarter-finals at Flushing Meadows on Tuesday. The Australian fourth seed, champion here in 2001, was far too good for Slovakia #39;s Karol Beck.	1
Major League Baseball News Johan Santana continued his dominating season, pitching six no-hit innings en route to a 2-0 victory over the Kansas City Royals on Friday.	1
Friars are let off the hook by Eagles Top-ranked Boston College dominated the first two periods, but Providence came on in the third and emerged with a 2-2 tie at Schneider Arena last night.	1
Arsenal players used EPO, says Wenger Arsene Wenger has claimed that some of Arsenal #39;s overseas players could have used performance-enhancing drugs before they joined the club.	1
PACK BACK IN PHILLY The Green Bay Packers return to the site of one of their most bitter defeats on Sunday when they visit the Philadelphia Eagles. The Packers still have the memory of last season #39;s divisional play-off loss to 	1
Trinidad Returns to the Ring With a Knockout In his first fight since retiring in early 2002, Felix Trinidad Jr. knocked out Ricardo Mayorga with a stunning right at 2:39 of the eighth round of their middleweight bout.	1
Skins win one for the Gibber The Washington Redskins made Joe Gibbs homecoming a festive occasion Sunday, combining an offensive bolt of lightning and a thunderous, suffocating 	1
Seattle Sweeps Series SEATTLE, Sept. 27 (Ticker) -- With their floor leader sidelined early in the game, the Seattle Storm rallied to win their first playoff series.	1
Greek weightlifter stripped of bronze for doping In another embarrassing incident for the Olympic host nation, a Greek weightlifter has been stripped of his bronze medal for a doping offence.	1
Spotlight #39;s on  #39;Halo 2 #39; jhu: red by joan:  In  quot;Halo 2, quot; you blow the heads off hundreds of space aliens with shotguns, rocket launchers and rifles.	3
Microsoft Reprimanded for Misleading Linux Ad A UK advertising watchdog group has ordered Microsoft to change an ad that compares the costs of running Linux and Windows operating systems.	3
Coming in '05: AT T Mobile (via Sprint) AT T is expected to announce as soon as next week details about how it plans to offer mobile phone service using Sprint's cellular network.	3
Business Briefs Tellabs, which makes equipment for telephone networks, reduced its takeover offer for Advanced Fibre Communications to about \$1.5 billion, citing a decline in Advanced Fibre #39;s profit and outlook.	3
"Public value key to BBC websites The BBC is to close some websites and invest in those that add ""sufficient public value""."	3
IBM Announces New Development Platform Many emerging market businesses will soon have access to the IBM Rational software development platform for the first time, through the open source Eclipse development framework.	3
IBM bets on sensor unit IBM was to announce on Monday that it would invest \$250 million over the next five years and employ a thousand people in a new business unit to support products and services related to sensor networks.	3
Sun #39;s Linux wins right to be considered in Japan Sun Microsystems has opened a second front for its Linux-based desktop operating system in Asia with a Japanese win of sorts. Sun #39;s Java Desktop System has been picked as one open source OS of preference during 	3
Microsoft overhauls Longhorn plans To get next version of Windows out on time, company to delay some planned features, sources say.	3
Motive Tools Trio Troubleshoots App Performance Problems (Ziff Davis) Ziff Davis - Motive has introduced three application management and configuration products designed to automate and speed up the process of fixing software performance glitches.	3
Halo 2 for Xbox HALO 2 has shipped and it is now very clear which game is will dominate the Xbox this silly season. Bungie #39;s latest is a real winner.	3
Business cost of climate control As the UN climate conference meets in Argentina, a new report questions the economic sense in tackling greenhouse gases so vigorously now.	3
Unisys cuts 1,400 jobs The Blue Bell, Pa.-based company said it will close some of its facilities and reduce its employee head count.	3
Bush Campaign Web Site Blocking Foreign Access  quot;Last week #39;s simultaneous outages of GeorgeWBush.com and RNC.org prompted speculation that an electronic attack may have occurred, as the two sites are hosted on separate Web servers, quot; Netcraft analyst Rich Miller said.	3
Humans May Need Fewer Genes Than Thought (AP) AP - In a blow to human vanity, researchers now say that people have about the same number of genes as a small flowering plant or a tiny worm. The new estimate is down sharply from just three years ago.	3
Yahoo has problem with the Nazis YAHOO #39;S BID to stop two French groups stopping it selling neo-nazi paraphernalia are having a job convincing the US court system to intervene.	3
China Southern buys assets to restructure China Southern Airlines Co. Ltd., the countrys largest airline, said over the weekend it would buy assets worth US\$2 billion from its State parent as part of a restructuring of the fragmented industry.	2
America #39;s richest man talks tech at UC Berkeley The United States must  quot;rededicate quot; itself to the strength of its universities if the nation is to maintain its place as a world leader in technology and innovation, Microsoft Corp.	2
Brokerage client assets rise 15 Fidelity Investments said brokerage client assets increased 15 percent to \$1.02 trillion in the third quarter as the company made strides to lure customers from the likes of Charles Schwab Corp. The number of client accounts increased to 13.7 million, a 6 percent gain from 12.9 million in the same period a year earlier, the Boston firm said. Fidelity has ...	2
Economy slows in Germany FRANKFURT The German economy slowed in the third quarter, the government said Thursday, amid signs that the rise in the euro is taking a toll on exports.	2
Jobless Claims Rise More Sharply Than Expected The number of Americans filing new claims for jobless benefits rose 25,000 last week to 349,000, a government report showed on Thursday, with some analysts citing the US Thanksgiving holiday as distorting the data.	2
Jury holds Texaco liable for 1955 leak SAN FRANCISCO (CBS.MW ) -- A jury has ordered Texaco to pay \$15 million to finish the cleanup of a 1955 gas pipeline spill in a small town in Montana, and to pay \$25 in punitive damages, according to published reports. 	2
UPDATE 1-Fed #39;s No 2 says US doesn #39;t need inflation target The adoption of a specific numerical target for inflation would likely do little to improve monetary policy in the United States and could hurt, Federal Reserve Vice Chairman Roger Ferguson said on Friday.	2
Regulators Attacking Insider Trading Experts say improper trading flourishes in periods of rampant mergers and acquisitions, fueling insiders to cash in on their advance knowledge. But even in the relatively slow dealmaking scene of the past few years, the SEC has brought about 60 cases a year.	2
PeopleSoft nearly positive towards Oracle bid PeopleSoft said it could accept a takeover bid from Oracle and now needs time to weigh on it. Oracle has been haunting PeopleSoft for 15 months with the possible bid of \$7.	2
Dollar slides again Skeptical markets drove the dollar to a record low yesterday against the euro, with the European currency climbing above \$1.32 for the first time.	2
Unilever Pressures European Stocks  PARIS (Reuters) - A profit warning from consumer products  giant Unilever and concern that oil prices, now topping \$46 a  barrel, will hurt company earnings kept European shares in  negative ground Monday.	2
Crude prices stay above \$50 for second day SINGAPORE -- Oil lingered above the \$50 per barrel threshold in Asian trade today, breaching the mark for the second straight day ahead of key US crude stockpile data.	2
Mixed bag for Putnam Marsh chief's exit met with relief, concern For Putnam Investments, the end of the Jeffrey W. Greenberg reign at Marsh  amp; McLennan Cos. is bittersweet.	2
US oil stockpiles drop NEW YORK (CNN/Money) - US stockpiles of crude oil fell by 1.3 million barrels last week, the government reported Wednesday, sending prices to another record high. 	2
Olympic Gold's Price:  #36;12 Bln for Athens (Reuters) Reuters - The Athens Olympics will cost a total of\almost 10 billion euros ( #36;12.09 billion), more than double the\original target, pushing Greece's budget gap well above EU\limits, finance ministry sources said on Wednesday.	2
Stocks mixed as US, Canadian economies improve, oil edges higher TORONTO (CP) - The Toronto stock market was sent higher Friday morning by improvements in energy stocks as a two-day slide in oil prices skidded to a stop and signs of strong economic growth.	2
